Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
19/06/2012,"33 Cluain na Loai, Kilkishen",,Clare,"€85,300.00",No,No,Second-Hand Dwelling house /Apartment,
16/01/2015,"No 4 Amberley Lawn, Grange, Douglas",,Cork,"€232,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/11/2020,"9 ST IGNATIUS AVE, PHIBSBOROUGH, DUBLIN 7",Dublin 7,Dublin,"€243,500.00",No,No,Second-Hand Dwelling house /Apartment,
05/04/2012,"7 Kilakee Rise, Firhouse, Dublin 24",,Dublin,"€167,500.00",No,No,Second-Hand Dwelling house /Apartment,
29/10/2021,"2 OWNAHINCHA BEACH APT, OWNAHINCHA, COUNTY CORK",,Cork,"€104,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/09/2021,"6 Hale Court, Hale Street, Ardee",,Louth,"€284,140.96",No,Yes,New Dwelling house /Apartment,
11/10/2019,"26 ST JOSEPHS VILLAS, ROSCOMMON RD, ATHLONE",,Westmeath,"€121,500.00",No,No,Second-Hand Dwelling house /Apartment,
30/05/2011,"7 Ard Aoibhinn, Ardsallaghmore",,Roscommon,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/04/2020,"157 RATH LODGE, ASHBOURNE, MEATH",,Meath,"€252,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2015,"74 CASTLEBROOK, DUNDRUM, DUBLIN 16",,Dublin,"€515,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/03/2021,"15 The Woods, Turlough, Castlebar",,Mayo,"€229,074.88",No,Yes,New Dwelling house /Apartment,
11/01/2010,"3 CASTLEFIELDS, KILKEE",,Clare,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/08/2015,"6 BLOCK E HAWTHORN, DRUMGEELY, SHANNON",,Clare,"€14,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/03/2018,"OLD COURT, KANTURK, CO CORK",,Cork,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/10/2021,"DERRYNACARROW, DOOCHARY, COUNTY DONEGAL",,Donegal,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/07/2017,"CANBRAUK KILLEENEENMORE, CRAUGHWELL, GALWAY",,Galway,"€372,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/03/2014,"ST BERNARDS, CHURCH ROAD, TRAMORE",,Waterford,"€470,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/04/2010,"unit 11, Fforster Square, Ballydowd Manor  Lucan",,Dublin,"€240,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
03/02/2014,"18 ADARE MEWS, DOUGLAS, CORK",,Cork,"€112,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/07/2012,"MYSTICAL ROSE, BALCARRICK, DONABATE",,Dublin,"€465,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/07/2021,"155 Glenmore Wood, Mullingar",,Westmeath,"€300,396.48",No,Yes,New Dwelling house /Apartment,
04/05/2017,"53 RHEBAN MANOR, ATHY, KILDARE",,Kildare,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/10/2019,"13 CILL BAN, COLLINS LANE, TULLAMORE",,Offaly,"€193,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/03/2019,"15 ABBEY GLEN ATHNERY, GALWAY",,Galway,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/06/2021,"31 DUN NA MARA, RENMORE, GALWAY",,Galway,"€200,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
24/08/2020,"6, GANDON AVENUE, GANDON PARK",,Dublin,"€312,775.33",No,Yes,New Dwelling house /Apartment,
11/04/2013,"6 Glor na Mara, Rosslare Harbour",,Wexford,"€214,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/06/2014,"DUCLEAGH, DROMAGH, MALLOW",,Cork,"€34,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2021,"DRUMBRATH, KILNALECK, CO CAVAN",,Cavan,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/06/2020,"21 THE ELMS, COLLEGE RD, CLANE",,Kildare,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/03/2015,"34 ARDCIAN PARK, SWORDS, DUBLIN",,Dublin,"€289,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/08/2019,"46 BRAYTON PARK, KILCOCK, CO KILDARE",,Kildare,"€317,500.00",No,No,Second-Hand Dwelling house /Apartment,
15/10/2018,"23 MARSHAM COURT, KILMACUD RD UPPER, STILLORGAN",,Dublin,"€540,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/11/2021,"14 RATHBRAUGHAN PARK, BALLYTIVNAN, SLIGO",,Sligo,"€101,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/09/2016,"243 HOWTH RD, KILLESTER DUBLIN 5, DUBLIN 5",Dublin 5,Dublin,"€740,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/09/2014,"8 FAIRWAYS, DONABATE, DUBLIN",,Dublin,"€228,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/11/2017,"4 ASHBROOKE MANOR, MOYNEHALL, CAVAN",,Cavan,"€161,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2018,"54 BLOCK D, ROEBUCK HILL, MOUNT ANVILLE ROAD",,Dublin,"€465,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/11/2019,"KILCONLEA UPPER, ABBEYFEALE, COUNTY LIMERICK",,Limerick,"€187,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/07/2019,"12 COSH MARA, DRVITTS QUAY, DUNGARVAN",,Waterford,"€193,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2016,"148 BRANSWOOD, ATHY, KILDARE",,Kildare,"€89,995.00",No,No,Second-Hand Dwelling house /Apartment,
20/10/2016,"8 NEWBURY, CASTLEMARTIN LODGE, KILCULLEN",,Kildare,"€247,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/05/2017,"APT 6, EGMONT COURT, EARL ST",,Cork,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/10/2010,"21 Westgate Park, Westgate, Wexford",,Wexford,"€79,600.00",No,No,Second-Hand Dwelling house /Apartment,
13/07/2018,"159 ROSEMOUNT, CLONGOUR, THURLES",,Tipperary,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/01/2018,"BALLINGCONLODGE, BALLYNOE, MALLOW",,Cork,"€206,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2016,"96 TUR UISCE, DOUGHISKA, MERLIN PARK",,Galway,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/03/2015,"LISDUGGAN, CECILSTOWN, MALLOW",,Cork,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2021,"21 CASTLEVIEW PARK, SWORDS, DUBLIN",,Dublin,"€409,642.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2019,"HELENVILLE, COOLGARTEN PARK, GLASHEEN RD",,Cork,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2021,"116 MOYLARAGH CRESCENT, BALBRIGGAN, DUBLIN",,Dublin,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2010,"78 Skelligs Court, Waterville, Dublin 15",Dublin 15,Dublin,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/06/2020,"8 CHURCH ST, TRALEE, CO KERRY",,Kerry,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2016,"43 CHERRY HILL COURT, KELLS, MEATH",,Meath,"€172,500.00",No,No,Second-Hand Dwelling house /Apartment,
29/08/2019,"APT 4 BLOCK 4, COIS ABHAINN, SALLINS RD",,Kildare,"€132,159.00",No,Yes,New Dwelling house /Apartment,
24/05/2018,"WHITETHORN HOUSE, BALLYBEG, TWOPOTHOUSE",,Cork,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/11/2020,"GLENDINE, OAKPARK RD, TRALEE",,Kerry,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/06/2019,"125 BELVEDERE HILLS, BALLINDERRY, MULLINGAR",,Westmeath,"€189,950.00",No,No,Second-Hand Dwelling house /Apartment,
05/11/2020,"BRIDGE HOUSE, KILLOSKEHANE, BORRISOLEIGH THURLES",,Tipperary,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/05/2015,"113 GRIFFITH AVE, DUBLIN 9, DUBLIN",Dublin 9,Dublin,"€700,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/04/2018,"30 WALKINSTOWN RD, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,"€250,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
25/11/2016,"11 Belltree Place, Clongriffin, Dublin 13",Dublin 13,Dublin,"€215,600.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/04/2013,"176 Orwell Park View, Templeogue, Dublin 6W",,Dublin,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/10/2018,"7 WOODLANDS MANOR, RATOATH, MEATH",,Meath,"€347,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/11/2018,"37 College woods, Balla, Castlebar",,Mayo,"€49,000.00",No,Yes,New Dwelling house /Apartment,
29/05/2020,"61 MELVILLE COVE, MEAKSTOWN, DUBLIN 11",Dublin 11,Dublin,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2016,"BALLINALACK, MOATE, WESTMEATH",,Westmeath,"€187,500.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2010,"7 Na Banta, Ladysbridge",,Cork,"€90,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
09/11/2018,"25 ST FINNAN'S AVENUE, ARDFINNAN, CLONMEL",,Tipperary,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/04/2015,"3 GRANGE VIEW DR, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€173,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/10/2017,"1 SOMMERVILLE APTS, ATHLUMNEY, NAVAN",,Meath,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/08/2018,"1 Cnoc Lios Criona, Hollyfort Rd, Gorey",,Wexford,"€202,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/08/2013,"5 Wainsfort Manor Drive, Terenure",Dublin 6w,Dublin,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/04/2020,"10 RIVERWOOD HALL, CARPENTERSTOWN RD, CASTLEKNOCK DUBLIN 15",Dublin 15,Dublin,"€263,388.96",No,No,Second-Hand Dwelling house /Apartment,
15/04/2014,"7 ARDKILLY RIDGE, SANDYCOVE, KINSALE",,Cork,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/05/2019,"2 ST JUDES, COACHFORD, CORK",,Cork,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/02/2017,"18 OAK PARK, ENNIS, CO CLARE",,Clare,"€129,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2010,"18 Broughton Street, Dundalk",,Louth,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/03/2019,"117 GRANGE ABBEY CRESCENT, DONAGHMEDE, DUBLIN 13",Dublin 13,Dublin,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/09/2011,"16 Ma Na Greine, Clashdermot East, Killeagh",,Cork,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2017,"4 IONA CLOSE, COLLEGE COURT, CASTLETROY",,Limerick,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/10/2021,"10 BRUCH AN TSULAIN, BALLYMAKEERA, MACROOM",,Cork,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/02/2019,"34 CORISH PARK, WEXFORD, WEXFORD",,Wexford,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/08/2019,"GORTNAHOE VILLAGE, THURLES, CO TIPPERARY",,Tipperary,"€109,900.00",No,No,Second-Hand Dwelling house /Apartment,
03/11/2020,"112 SLI GHEAL, BALLYMONEEN RD, KNOCKNACARRA",,Galway,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2011,"34 An Creagan, Barna",,Galway,"€140,160.00",No,No,Second-Hand Dwelling house /Apartment,
25/05/2020,"2 DAINTY BAKERY, ARKLOW, WICKLOW",,Wicklow,"€166,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/09/2013,"Avonbeg, 13 Beechmount, Carnew",,Wicklow,"€133,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/04/2014,"23 THE DRIVE, DROGHEDA, LOUTH",,Louth,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2018,"34 VIEWPOINT, CASTLEBAR, MAYO",,Mayo,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2021,"40 ROSEBERRY HILL, NEWBRIDGE, KILDARE",,Kildare,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/09/2011,"43 Bramblefield Crescent, Blanchardstown",,Dublin,"€162,500.00",No,No,Second-Hand Dwelling house /Apartment,
04/11/2016,"1 UPPER JANEMOUNT, SUNDAYS WELL, CORK",,Cork,"€272,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/03/2018,"7 KILNAMANAGH MANOR, DUNDRUM, TIPPERARY",,Tipperary,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2016,"41 GRAND CANAL VIEW, SUIR RD, KILMAINHAM DUBLIN 8",Dublin 8,Dublin,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2018,"APT 1, CHAPEL LANE, DRUMGOOLD",,Wexford,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/07/2015,"45 HOLLYBANK AVE LOWER, RANELAGH, DUBLIN 6",Dublin 6,Dublin,"€755,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/07/2018,"13 Warren Court, Warrenhouse Road, Baldoyle",Dublin 13,Dublin,"€425,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/03/2021,"36 ANNALEE MANOR, BALLYHAISE, CAVAN",,Cavan,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/02/2016,"41 ST ENDAS ROAD, TERENURE, DUBLIN 6",,Dublin,"€392,500.00",No,No,Second-Hand Dwelling house /Apartment,
08/03/2019,"10 Meadow Walk, Castle Heights, Kilmoney Road",,Cork,"€277,533.00",No,Yes,New Dwelling house /Apartment,
31/05/2013,"29 Riverside Avenue, Clonshaugh, Dublin 17",Dublin 17,Dublin,"€233,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/08/2019,"BARROW HOUSE, KILKENNY RD, CARLOW",,Carlow,"€600,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/04/2017,"THE COTTAGE, BALLINDONEY, BALLYWILLIAM",,Wexford,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/06/2020,"8 St. Helen's Way, St. Helens, Adamstown",,Dublin,"€295,154.18",No,Yes,New Dwelling house /Apartment,
15/04/2010,"222 Laraghcon, Lucan, Co. Dublin",,Dublin,"€418,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/02/2021,"3 ABERCORN SQ, INCHICORE, DUBLIN",Dublin 8,Dublin,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/02/2021,"143 ROSEHILL UPPER, WICKLOW TOWN, WICKLOW",,Wicklow,"€312,500.00",No,No,Second-Hand Dwelling house /Apartment,
28/03/2014,"BUGGAGH ROAD, CARRICK, CO. DONEGAL",,Donegal,"€147,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2013,"71 Rosanule, Phoenix Park",Dublin 15,Dublin,"€8,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
18/12/2020,"86 COOLAMBER PARK, TEMPLEOGUE, DUBLIN 16",Dublin 16,Dublin,"€613,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/03/2014,"5B ALPHONSUS RD, DUNDALK, LOUTH",,Louth,"€53,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/04/2015,"6 THE MEWS, EMMETT ST, BALLYMOTE",,Sligo,"€38,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/06/2011,"14 Marian Square, Fermoy",,Cork,"€66,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/09/2013,"147 Bremore Castle, Balbriggan",,Dublin,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/03/2010,"6 Iveagh Gardens, Crumlin",Dublin 12,Dublin,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/04/2016,"APT 305, BRIDGEWATER HOUSE, OLD WATERFORD RD",,Tipperary,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/07/2016,"BROGHILL ROAD, CHARLEVILLE, COUNTY CORK",,Cork,"€51,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/10/2016,"25 Parkside Close, Parkside",,Dublin,"€273,127.75",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
13/11/2019,"28 ARD NA GREINE, AN DAINGEAN, KERRY",,Kerry,"€102,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
13/12/2018,"29 Cuirt Cheirin, Circular Road, Galway",,Galway,"€537,444.83",No,Yes,New Dwelling house /Apartment,
15/02/2018,"40 HILLCREST, KILCULLEN, KILDARE",,Kildare,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/10/2016,"9 WOODLEIGH OAK, HIGHFIELD RD, RATHGAR",Dublin 6,Dublin,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/06/2016,"SOUTH HORSEMOUNT, KILCORNEY, MALLOW",,Cork,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/08/2018,"10 CLUIN BARROW, BALLYSHANNON, BARROW",,Donegal,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/01/2020,"22 The Meadows, Ros Mor, Kilmallock Road",,Limerick,"€233,480.17",No,Yes,New Dwelling house /Apartment,
19/03/2015,"92 DOYLE ST, WATERFORD CITY, WATERFORD",,Waterford,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/03/2019,"75 RIVERBANK HALL, ADDISON PARK, GLASNEVIN",Dublin 11,Dublin,"€465,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/10/2015,"JOHN'S ST, ARDEE, CO LOUTH",,Louth,"€39,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/09/2010,"86 Cherrywood Park, Clondalkin",,Dublin,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/10/2013,"26 HEATHERTON PARK, SOUTH DOUGLAS ROAD",,Cork,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/01/2016,"55 CHURCH AVE, PORTMARNOCK",Dublin 13,Dublin,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/04/2014,"16 THE GREEN, JOHNSTOWN MANOR, JOHNSTOWN",,Kildare,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/07/2016,"BALLINVOHER, TURLOUGHMORE, ATHENRY",,Galway,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/10/2017,"23 PARKLANDS, WESTPORT, MAYO",,Mayo,"€127,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/11/2010,"Propety @ 79 Greenfort Crescent, Clondalkin, Dublin 22",,Dublin,"€53,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2014,"3 The Elms, Ridgewood, Forest Road  Swords",,Dublin,"€209,207.04",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
03/12/2015,"THE GREEN HOUSE, THE FAIRGREEN, CLARA",,Offaly,"€142,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/11/2016,"32A OAKPARK, OAKPARK, TRALEE",,Kerry,"€92,500.00",No,No,Second-Hand Dwelling house /Apartment,
26/05/2015,"15 WESTFIELD, SION HILL, BLACKROCK",,Dublin,"€425,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/09/2019,"CARRIG COTTAGE, CARRIGALOE, COBH",,Cork,"€62,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/09/2019,"9 POWER'S COURT, EYRE ST, NEWBRIDGE",,Kildare,"€90,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
24/09/2018,"9 ROSE PARK, OFF KILL AVE, DUNLAOGHAIRE",,Dublin,"€520,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2016,"58 CASTLE OAKS, BANDON, CO CORK",,Cork,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2014,"115 CRODAUN FOREST PARK, CELBRIDGE, FOREST PARK",,Kildare,"€166,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/09/2014,"87 ROSSE COURT HEIGHTS, BALGADDY RD, LUCAN",,Dublin,"€99,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/03/2014,"93 BOWBRIDGE PLACE, KILMAINHAM, DUBLIN 8",Dublin 8,Dublin,"€87,500.00",Yes,No,Second-Hand Dwelling house /Apartment,
13/07/2010,"62 The Courtyard, Clonsilla",,Dublin,"€213,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/11/2011,"37 ENNEL DRIVE, ARTANE, DUBLIN 5",Dublin 5,Dublin,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/08/2018,"7 CHURCH ST, NEWCASTLE WEST, CO LIMERICK",,Limerick,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2017,"THE BOWER, KILLYGORDON, CO DONEGAL",,Donegal,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/02/2018,"36 GLENBROOK, NEWTOWN RD, WEXFORD",,Wexford,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/05/2011,"28 Seabury Wood, Malahide",,Dublin,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/06/2017,"2 ROSE LAWN, INNISHANNON, CO CORK",,Cork,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/10/2019,"APT 37, CARLETON VILLAGE, GOLF LINKS RD",,Cork,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2020,"36 BEECHWOOD GARDENS, NEWCASTLE WEST, LIMERICK",,Limerick,"€187,500.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2017,"BALLINISKA, FEOHANAGH, LIMERICK",,Limerick,"€71,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/11/2017,"28 CLARINDA HOUSE, CLARINDA PARK WEST, DUN LAOGHAIRE",,Dublin,"€247,500.00",No,No,Second-Hand Dwelling house /Apartment,
02/10/2020,"17 HIGGINS PARK, FAIRGREEN, PORTLAOISE",,Laois,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/04/2018,"1 CASTLE SQ, CASTLE ST, ROSCOMMON",,Roscommon,"€276,200.00",No,No,Second-Hand Dwelling house /Apartment,
28/02/2019,"3 FERNLEIGH, CHURCH RD, MILFORD",,Donegal,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/12/2019,"2 THE GREEN, OCEAN LINKS, STRANDHILL",,Sligo,"€332,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/12/2015,"Lennoco, Lowerr Garryvoe, Ladysbridge",,Cork,"€367,500.00",No,No,Second-Hand Dwelling house /Apartment,
17/07/2017,"13 KNOCKMORE, ARKLOW, WICKLOW",,Wicklow,"€154,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/08/2014,"5 ROSCONNELL AVE, NEWBRIDGE, KILDARE",,Kildare,"€143,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/07/2012,"Apartment 402, The Cubes, Beacon South Quarter  Sandyford",,Dublin,"€163,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/07/2019,"62 BEECH PARK RD, FOXROCK, DUBLIN 18",Dublin 18,Dublin,"€930,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/10/2020,"27 CARLETON VILLAGE, YOUGHAL, CORK",,Cork,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/05/2021,"APT 1, 66 CHURCH ST, LISTOWEL",,Kerry,"€176,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2016,"8 GLENGROVE, KILMALLOCK, LIMERICK",,Limerick,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/08/2021,"44 BRIGHTWATER, CROSSHAVEN, CORK",,Cork,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2021,"Apartment 6, Ground Floor - Block B, Belvoir",,Dublin,"€481,357.00",No,No,New Dwelling house /Apartment,
11/10/2021,"8 CHERRY AVE, CARNDONAGH, DONEGAL",,Donegal,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2010,"84 lower main street, letterkenny",,Donegal,"€84,375.00",Yes,No,Second-Hand Dwelling house /Apartment,
08/02/2017,"42 barretstown meadows, roseberry, newbridge",,Kildare,"€268,700.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
16/11/2017,"THOMASTOWN, KILMALLOCK, LIMERICK",,Limerick,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/10/2021,"96 RIVERSIDE, MONAGHAN",,Monaghan,"€178,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/02/2016,"APT 34, RUSSELL COURT, FELTRIM RD",,Dublin,"€118,487.00",No,No,Second-Hand Dwelling house /Apartment,
10/03/2017,"APT 86 THE LIGHTHOUSE, CHURCH RD, EAST WALL",Dublin 3,Dublin,"€82,486.16",Yes,No,Second-Hand Dwelling house /Apartment,
05/03/2012,"227, Cruise Park Drive, Tyrrelstown",,Dublin,"€220,264.31",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
11/12/2020,"1 Walker Green, Parkside, Balgriffin",Dublin 13,Dublin,"€314,049.58",No,Yes,New Dwelling house /Apartment,
07/03/2014,"1 LABURNUM LAWN, BISHOPSTOWN, CORK",,Cork,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/11/2014,"45 SOUTH GREEN, ARKLOW, WICKLOW",,Wicklow,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/05/2016,"145 SLI AN CHOISTE, MONKSLAND, ATHLONE",,Westmeath,"€78,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/01/2012,"Glenular, Ballycastle",,Mayo,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/01/2013,"1&2 short st, ballyragget",,Kilkenny,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2019,"33 Royal Canal Avenue, Royal Canal Park, Rathoath Road",,Dublin,"€475,770.92",No,Yes,New Dwelling house /Apartment,
08/05/2018,"9 GLENEASTON VIEW, EASTON RD, LEIXLIP",,Kildare,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/10/2015,"28 UPPER ERNE ST, DUBLIN 2, DUBLIN",Dublin 2,Dublin,"€13,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
10/02/2020,"72 CASTLEGRANGE SQ, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€222,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2018,"AILLEMORE, KILLADOON, MAYO",,Mayo,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
