Month,Quarter,Year,Address,PostalCode,County,Price,DescriptionofProperty,PropertySizeDescription
May,2,2019,"7 DUN EOIN MEADOWS, BALLINREA RD, CARRIGALINE",,Cork,363000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"1330 CASTLEROE WEST, MAGANEY, KILDARE",,Kildare,140000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"22 O'CONNELL COURT, PENROSE LANE, WATERFORD CITY",,Waterford,65000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"11 BINN EADAIR COURT, SUTTON, DUBLIN 13",,Dublin,600000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"13 CAIRNES COURT, ROSCHOILL, DROGHEDA",,Louth,230000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"1 Glen Boann, Donacarney",,Meath,233427.32,New Dwelling house /Apartment,
May,2,2019,"29 ABBEY COURT, GEORGES ST, WEXFORD",,Wexford,172000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"BEAL A GLEANNA, GLANTANE, MALLOW",,Cork,205000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"4 CARRICK COURT CLOSE, PORTMARNOCK",,Dublin,687224.7,New Dwelling house /Apartment,
May,2,2019,"11 THE PINES, DIAMOND VALLEY, DARGLE RD",,Wicklow,245000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"80 BROTHERTON, SLATEY ROAD, GREGCULLEN",,Carlow,195000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"21 GOODTIDE HARBOUR, BATH RD, WEXFORD",,Wexford,95000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"3 KINSELLA MEADOWS, ROSSLARE, CO. WEXFORD",,Wexford,230000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"32 GRANGE RD, SOUTHKNOCK, NEW ROSS",,Wexford,135000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"7 DODDERBROOK WALK, OLDCOURT ROAD, BALLYCULLEN",Dublin 24,Dublin,348017.62,New Dwelling house /Apartment,
May,2,2019,"1 Dunville Grove, Dunville, Athlumney",,Meath,268722.0,New Dwelling house /Apartment,
May,2,2019,"3 SEVILLE LAWNS, MARGARETSFIELD, CALLAN RD",,Kilkenny,282500.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"APT 39, GRAND CENTRAL, LETTERKENNY",,Donegal,77000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"290 KILLINARDEN EST, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,250000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"159 THE RECTORY, STEPASIDE, DUBLIN",Dublin 18,Dublin,560000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"2 THE WOODLANDS, MIDLETON, CORK",,Cork,200000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"35 KNOCKLYON GATE, KNOCKLYON, DUBLIN 16",Dublin 16,Dublin,281000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"26 HOLYWELL GLEN, GORSE HILL, SWORDS",,Dublin,271000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"7 ARRANMORE AVENUE, NORTH CIRCULAR ROAD, PHIBSBOROUGH",Dublin 7,Dublin,400000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"MOORTOWN LITTLE, BALLYMITTY, CO WEXFORD",,Wexford,269000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"24 KENYONS AVE, KILEELY, LIMERICK CITY",,Limerick,90000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"3 THE DRIVE, FAIRFIELD PARK, OLD TRAMORE RD",,Waterford,165000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"66 Kirvin Hill, Rathnew",,Wicklow,258881.6,New Dwelling house /Apartment,
May,2,2019,"3 TUR CHLUANA, CLOYNE, CORK",,Cork,292000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"APT 18  HAVENWOOD RETIREMENT VILLAG, BISHOPSCOURT, BALLYGUNNER",,Waterford,80000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"13 ROSE HILL, SLIGO",,Sligo,252000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"APT 35, CLEARWATER COURT NORTH, ROYAL CANAL PARK DUBLIN 15",Dublin 15,Dublin,254000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"River View House  Clash Road, Little Island",,Cork,275000.0,New Dwelling house /Apartment,
May,2,2019,"BALLYGLASS, CLAREMORRIS, COUNTY MAYO",,Mayo,25000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"41 ST MICHAELS PARK, PORTARLINGTON, LAOIS",,Laois,60000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"7 AN CLIATHAIN, CUL ARD, CARRIGTWOHILL",,Cork,165000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"TINNERANNY, NEW ROSS, WEXFORD",,Wexford,132500.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"37 HUNTERS WAY, HUNTERS WOOD, BALLYCULLEN DUBLIN 24",Dublin 24,Dublin,330000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"4 An Tober, hurlers cross, newmarket on fergus",,Clare,383259.0,New Dwelling house /Apartment,
May,2,2019,"1A LEINSTER RD, RATHMINES, DUBLIN 6",Dublin 6,Dublin,1010000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"53 ROSSMORE RD, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,252000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"15 Fairfield, Dunshaughlin",,Meath,307488.0,New Dwelling house /Apartment,
May,2,2019,"6 Somerton Way, Newcastle Road, Lucan",,Dublin,321585.9,New Dwelling house /Apartment,
May,2,2019,"MACLONE, SHINRONE, BIRR",,Offaly,35000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"2 BROOMFIELD WOODS, BROOMFIELD, MALAHIDE",,Dublin,1200000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"20 GROVE STREET, CRINKLE, BIRR",,Offaly,39283.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"ALJUSTREL, GRAIGUE, GLENVILLE",,Cork,180000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"309 ERRIGAL RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,275000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"99 GRACE PARK MEADOWS, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,395000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"5 SPITTALFIELDS, CHRISTCURCH, DUBLIN 8",Dublin 8,Dublin,341500.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"GLENEDAGH, BALLYCASTLE, MAYO",,Mayo,60000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"22 CLAUIN NA SPIDDEOGA, CLOGHAN, OFFALY",,Offaly,75000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"7 Clog na Leinn, Collinstown, Co Westmeath",,Westmeath,299560.0,New Dwelling house /Apartment,
May,2,2019,"GARRYHANKARD, UPTON, CORK",,Cork,530000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"33 MELVILLE VIEW, MEAKSTOWN, DUBLIN 11",,Dublin,215000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"41 Castlewellan Park, Aghards Road, Celbridge",,Kildare,262100.0,New Dwelling house /Apartment,
May,2,2019,"209 GLASNEVIN AVE, FINGLAS, DUBLIN 11",Dublin 11,Dublin,450000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"50  MAIGH GLAS, LISCARA, CARRICK-ON-SHANNON",,Leitrim,88000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"32 GLENCARRA GROVE, CRANN ARD, FETHARD RD",,Tipperary,140000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"BLOOMFIELD, HOLLYMOUNT, MAYO",,Mayo,75000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"2 ST JUDES, COACHFORD, CORK",,Cork,200000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"RALAHINE, NEWMARKET ON FERGUS, CLARE",,Clare,320000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"SLANEY VIEW, BARNTOWN, CO WEXFORD",,Wexford,112000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"7 CASTLEGATE COURT, ADAMSTOWN CASTLE, ADAMSTOWN",,Dublin,250000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"57 LOHUNDA CRESCENT, DUBLIN 15, DUBLIN",Dublin 15,Dublin,257000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"51 ASHBURY LAWN, SLIGO, SLIGO",,Sligo,141000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"15 GALVINS TERRACE, COBH, CORK",,Cork,210000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"BALLYCURRIN, OWER, GALWAY",,Galway,358000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"32 CHERRY HOUSE, MESPIL HOUSE FLATS, SUSSEX ROAD",Dublin 4,Dublin,270000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"2 MERTON SQ, KILKEE, CLARE",,Clare,115000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"20 WHEATFIELD GROVE, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,235000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"CARNAUN, KILREEKIL, GALWAY",,Galway,237500.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"ICEDARWOOD GROUP, OFF MITCHELL ST, THURLES",,Tipperary,250000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"22 MANOR COURT, STRAFFAN RD, MAYNOOTH",,Kildare,215000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"9 Somerton Way, Newcastle Road, Lucan",,Dublin,396475.77,New Dwelling house /Apartment,
May,2,2019,"23 PEMBROKE COTTAGES, RINGSEND, DUBLIN 4",Dublin 4,Dublin,375000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"34 RATHVILLY PARK, FINGLAS, DUBLIN 11",Dublin 11,Dublin,57469.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"8 Forge Green, The Forge, Lusk",,Dublin,251101.32,New Dwelling house /Apartment,
May,2,2019,"BARTON ST, TINAHEALY, CO WICKLOW",,Wicklow,133000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"29 DUN DARRACH, DUBLIN RD, LONGFORD",,Longford,130000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"APARTMENTS OVER THE SHAMROCK BAR, APT 1 44 SEATOWN PLACE, DUNDALK",,Louth,118350.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"STRAWHALL, BALLYGARRETT, WEXFORD",,Wexford,150000.0,Second-Hand Dwelling house /Apartment,
May,2,2019,"21 Castlepark, Balbriggan, County Dublin",,Dublin,259911.0,New Dwelling house /Apartment,
May,2,2019,"3 Beechwood, Richview, Castlecomer Road",,Kilkenny,594713.66,New Dwelling house /Apartment,
May,2,2019,"64 LLEWELLYN GROVE, RATHFARNHAM, DUBLIN 16",Dublin 16,Dublin,413000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"18 MANORFIELDS CLOSE, CASTAHEANY, DUBLIN 15",Dublin 15,Dublin,232000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"COOLMEEN, BALLYHALE, KILKENNY",,Kilkenny,320000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"124 HILLSIDE, GREYSTONES, CO WICKLOW",,Wicklow,485000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"108 Cluain Bui, Quinagh, Carlow",,Carlow,198238.0,New Dwelling house /Apartment,
Jun,2,2019,"48 MONASTERY TCE, MONASTERY HILL BLARNEY ST, CORK",,Cork,235000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"10 Barnwell gate, Barnwell woods, hansfield  dublin 15",Dublin 15,Dublin,330397.0,New Dwelling house /Apartment,
Jun,2,2019,"3 LAMBOURNE PARK, BEEVERSTOWN ROAD, DONABATE",,Dublin,283000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"74 ABBEYFIELDS, CLONARD, ENFIELD",,Meath,265000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"12 BELFRY GARDENS, ST ALPHONSUS RD, DUNDALK",,Louth,425000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"16 CLARENDON COURT, WATERFORD CITY, WATERFORD",,Waterford,30000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"LETTER COTTAGE, SCHULL, CORK",,Cork,120000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"TOP FLAT, 2 CORNMARKET, WEXFORD",,Wexford,50000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"15 Wilkins Court, Limekiln Lane",Dublin 12,Dublin,304167.78,New Dwelling house /Apartment,
Jun,2,2019,"AGLISH, CARRIGEEN, VIA WATERFORD",,Kilkenny,215000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"REISKAMORE, EYRECOURT, CO GALWAY",,Galway,130000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"BUFFANOKA, CULLENTRA, KILTEALY",,Wexford,270000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"46 MCGOVERNS CORNER, CORK ST, DUBLIN 8",Dublin 8,Dublin,292000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"17 MAGHERACAR COTTAGES, BUNDORAN, CO DONEGAL",,Donegal,44000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"1 MOUNT GARRETT AVE, TYRRELSTOWN, DUBLIN 15",Dublin 15,Dublin,265000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"4 WHITEHALL, TRIM, MEATH",,Meath,210000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"163 ST JOHNS CRESCENT, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,240000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"5 OZIER GROVE, ROSSLARE STRAND, WEXFORD",,Wexford,165000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"30 THE GROVE, STRAFFAN WOOD, MAYNOOTH",,Kildare,228500.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"6 HILL ST, DUNDALK, LOUTH",,Louth,165000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"42 STRAND RD, SUTTON, DUBLIN 13",Dublin 13,Dublin,908500.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"3 CHURCH STREET, BIRR, CO OFFALY",,Offaly,82500.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"MOTEL ROAD, CARRICK BEG, CARRICK ON SUIR",,Waterford,180000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"5 RIVERVIEW, BRIDGETOWN, LAGHEY",,Donegal,195000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"5 LOWER SHANNON, ENNISCORTHY, SHANNON",,Wexford,80000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"66 THE VILLAGE, PORTERSTOWN, CLONSILLA",Dublin 15,Dublin,350000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"12 White Oaks Court, White Oaks, Newbridge",,Kildare,244500.0,New Dwelling house /Apartment,
Jun,2,2019,"SALEEN, BALLINROBE RD, CASTLEBAR",,Mayo,120000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"17 CRYLE VIEW MANOR, KILLARNEY RD, ABBEYFEALE",,Limerick,155000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"APARTMENT 1 THE COURTYARD, NORTH GREAT GEORGES STREET, DUBLIN 1",,Dublin,291000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"ROCHESTOWN, GLENMORE, NEW ROSS",,Kilkenny,140000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"21 VIEWMOUNT, RATHDRUM, CO. WICKLOW",,Wicklow,220264.0,New Dwelling house /Apartment,
Jun,2,2019,"4 WILLOW WAY, DUNSHAUGHLIN, CO MEATH",,Meath,330396.47,New Dwelling house /Apartment,
Jun,2,2019,"9 WHITE CHURCH ABBEY, RATHFARNHAM, DUBLIN 14",Dublin 14,Dublin,472500.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"3 Stone Masons Court, Fortunestown Lane, Citywest",,Dublin,388145.27,New Dwelling house /Apartment,
Jun,2,2019,"125 BELVEDERE HILLS, BALLINDERRY, MULLINGAR",,Westmeath,189950.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"6 HOLLYBANK WAY, CLONGOWEN, WATERFORD RD",,Kilkenny,250000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"15 CHARLEVILLE MALL, NORTH STRAND, DUBLIN 1",Dublin 1,Dublin,350000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"6 ST ANNES TCE, RATHNURE, WEXFORD",,Wexford,80000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"1 CHAPEL LANE, CLONROCHE, ENNISCORTHY",,Wexford,190000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"22 KILBELIN LAWNS, NEWBRIDGE, KILDARE",,Kildare,337000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"15 The Friary, Church Road, Bray",,Wicklow,566960.35,New Dwelling house /Apartment,
Jun,2,2019,"INNER GARRUAN, TWO MILE BORRIS, THURLES",,Tipperary,190000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"31 Fairfield, Dunshaughlin",,Meath,310242.29,New Dwelling house /Apartment,
Jun,2,2019,"25 BEACHSIDE AVE, RIVERCHAPEL, COURTOWN HARBOUR",,Wexford,113000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"15 CLODIAGH WAY, CLONASLEE, CO. LAOIS",,Laois,60000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"54 MARBLE COURT, PAULSTOWN, KILKENNY",,Kilkenny,169000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"38 BRACKEN DR, KILCOHAN, WATERFORD",,Waterford,135000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"14 Orwell Place, Block B, Marianella",Dublin 6,Dublin,1233480.1,New Dwelling house /Apartment,greater than or equal to 125 sq metres
Jun,2,2019,"7 TALBOT PLACE, LAKESIDE, KILKENNY",,Kilkenny,180000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"121 EDGEWOOD LAWNS, BLANCHARDSTOWN, DUBLIN",Dublin 15,Dublin,300000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"11 Ard Alainn, Sherlock Walk, Gracedieu",,Waterford,215859.0,New Dwelling house /Apartment,
Jun,2,2019,"6 THE DRIVE, COLLINS AVENUE, WATERFORD",,Waterford,230000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"9 ROCKFIELD COURT, HOEYS LANE, DUNDALK",,Louth,205000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"2 SPANISH PARADE, THE LONG WALK, MERCHANTS RD GALWAY",,Galway,335000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"Polleragh, Kilnaleck",,Cavan,171806.0,New Dwelling house /Apartment,
Jun,2,2019,"62 ARDKIL PLACE, GARRYMORE, BALLINAGH",,Cavan,125000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"43 ANNAGH COURT, WATERVILLE, BLANCHARDSTOWN DUBLIN 15",Dublin 15,Dublin,232000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"40 THE BRAMBLES, CLASSIS LAKE, BALLINCOLLIG",,Cork,311000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"68 FAIRY HILL, KILLARNEY RD, BRAY",,Wicklow,425000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"35 BARRY PK, DUBLIN 11, DUBLIN",Dublin 11,Dublin,210000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"66 CARRAIG MIDHE, CORBALLY, CO CLARE",,Clare,235000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"8 ST KILLIANS CRESCENT, CARLOW, CARLOW",,Carlow,26299.52,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"4 SHERWOOD, POLLERTON RD, CARLOW",,Carlow,130000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"26 LOWER BELADD, STRADBALLY RD, PORTLAOISE",,Laois,190000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"DARRAY, CARRICK ON SHANNON, ROSCOMMON",,Roscommon,213000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"37 TEMPLEACRE AVE, GURRANEBRAHER, CORK",,Cork,115000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"15 RUTLAND PLACE NORTH, DUBLIN 1",Dublin 1,Dublin,75000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"8 The Hawthorns, Ballinahinch Wood, Ashford",,Wicklow,334802.0,New Dwelling house /Apartment,
Jun,2,2019,"APT 1, 29 GOLDSMITH ST, PHIBSBOROUGH DUBLIN 7",Dublin 7,Dublin,410000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"60 RUSH HALL, MOUNTRATH, LAOIS",,Laois,120000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"BALLYGREANEY, BALLYMACWARD, BALLINASLOE",,Galway,55000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"56 LONGVIEW MEWS, MILLERS GLEN, SWORDS",,Dublin,325991.2,New Dwelling house /Apartment,
Jun,2,2019,"26 ARDFIELD COURT, GRANGE, DOUGLAS",,Cork,290000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"97A HIGHFIELD PARK, DUNDRUM, DUBLIN 14",Dublin 14,Dublin,1450000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"175 DOORADOYLE PARK, DOORADOYLE, LIMERICK",,Limerick,172000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"GLENMANOR, MOULERSTOWN, GLENMORE",,Kilkenny,100000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"86 RICHMOND HALL, RICHMOND ROAD, DUBLIN 3",Dublin 3,Dublin,190000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"4 BERFORD, STATION ROAD, DULEEK",,Meath,242290.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"82 The Elms, Ridgewood, Swords",,Dublin,348017.0,New Dwelling house /Apartment,
Jun,2,2019,"53 CHESTNUT WALK, KILMUCKRIDGE, WEXFORD",,Wexford,167000.0,Second-Hand Dwelling house /Apartment,
Jun,2,2019,"1 MICHAEL BURKES TERRACE, COBH, CORK",,Cork,160000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2019,"8 GRANARY DRIVE, GRANGE, SLIGO",,Sligo,172000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2019,"12 WELLINGTON LODGE, SERPENTINE AVE, BALLSBRIDGE DUBLIN 4",Dublin 4,Dublin,325000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2019,"MISTY MOON COTTAGE, RINGRONE, KINSALE",,Cork,640000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2019,"21 THE VILLAGE, BALLYLYNAN, CO LAOIS",,Laois,161200.0,Second-Hand Dwelling house /Apartment,
Jul,3,2019,"4 THE WATERFRONT, DROMOD HARBOUR, DROMOD",,Leitrim,150000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2019,"44 FERNHILL WOODS, FERNHILL, CLONAKILTY",,Cork,277500.0,Second-Hand Dwelling house /Apartment,
Jul,3,2019,"117 GRANGE ABBEY CRESCENT, DONAGHMEDE, DUBLIN 13",Dublin 13,Dublin,270000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2019,"3 LIMEWOOD COURT, CURRAHEEN RD, BISHOPSTOWN",,Cork,339207.0,New Dwelling house /Apartment,
Jul,3,2019,"7 SANDYFORD HALL PLACE, KILGOBBIN RD, DUBLIN 18",Dublin 18,Dublin,523000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2019,"13 WOODSTOWN PLACE, KNOCKLYON, DUBLIN 16",Dublin 16,Dublin,447000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2019,"5 GRANARY HOUSE, ST JOSEPH'S ROAD, MALLOW",,Cork,60000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2019,"APT.15 BLOCK C, SLANEY COURT, BALTINGLASS",,Wicklow,41000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2019,"APT 8, THE WILLOWS, MONKSTOWN VALLEY",,Dublin,286000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2019,"APT 11, THE KILMORE, SANTRY CROSS DUBLIN 11",Dublin 9,Dublin,195000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2019,"11 CALLAN COURT, LAKESIDE, KILKENNY",,Kilkenny,184000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2019,"36 COLLEGE AVE, CLONMEL, TIPPERARY",,Tipperary,118000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2019,"1 HILLSIDE PARK, RATHFARNHAM, DUBLIN 16",,Dublin,575000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2019,"42 EATON SQ, TERENURE, DUBLIN 6W",,Dublin,915000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2019,"13 RAMPART VIEW, VIRGINIA, CO CAVAN",,Cavan,260000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2019,"9 The Rise, Citywest Village, Citywest",Dublin 24,Dublin,211550.09,New Dwelling house /Apartment,
Jul,3,2019,"65 CRANN NUA, CARRICKMACROSS, CO MONAGHAN",,Monaghan,320000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2019,"55 ROWAN HOUSE, MESPIL HOUSE FLATS ESTATE, SUSSEX RD DUBLIN 4",Dublin 4,Dublin,310000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2019,"5 An Fuarán, oranmore, Galway",,Galway,325010.0,New Dwelling house /Apartment,
Jul,3,2019,"GROVE FARM, COOLAMAINE, OYLEGATE",,Wexford,501176.0,Second-Hand Dwelling house /Apartment,
Jul,3,2019,"29 SHANLISS WAY, SANTRY, DUBLIN 9",Dublin 9,Dublin,216667.0,Second-Hand Dwelling house /Apartment,
Jul,3,2019,"MULLINS, TINAHELY, WICKLOW",,Wicklow,140000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2019,"AVONDALE HOUSE, BLACKDITCH, NURNEY",,Kildare,355000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2019,"43 CNOC NA GREINE, GRANARD, LONGFORD",,Longford,100000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2019,"2 CANADA HOUSE, WATERFORD, CO WATERFORD",,Waterford,90000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2019,"4 Martello, Rushbrooke, Cobh",,Cork,226431.71,New Dwelling house /Apartment,
Jul,3,2019,"COILLTE, SALLINS RD, NAAS",,Kildare,400000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2019,"10 KILBARRACK GROVE, KILBARRACK, DUBLIN 5",,Dublin,620000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2019,"LOWTHER LODGE, GORMANSTOWN, DUBLIN",Dublin 15,Dublin,53000.0,Second-Hand Dwelling house /Apartment,
Jul,3,2019,"70 CNOC ARD, BALLINA, KILLALOE",,Tipperary,165000.0,Second-Hand Dwelling house /Apartment,
